,Portfolio Value,Cash,Units
511,9816.055893161674,28365.0,-32.10193836619989
512,9823.920868061394,28365.0,-32.10193836619989
513,9820.871183916604,28365.0,-32.10193836619989
514,9818.945067614632,28365.0,-32.10193836619989
515,9822.155261451253,28365.0,-32.10193836619989
516,9824.723416520548,28365.0,-32.10193836619989
517,9824.402397136886,28365.0,-32.10193836619989
518,9824.08458794706,28365.0,-32.10193836619989
519,9819.587106381958,28365.0,-32.10193836619989
520,9818.30302884731,28365.0,-32.10193836619989
521,9814.129776859703,28365.0,-32.10193836619989
522,9818.62404823097,28365.0,-32.10193836619989
523,9816.697931928999,28365.0,-32.10193836619989
524,9818.62404823097,28365.0,-32.10193836619989
525,9822.155261451253,28365.0,-32.10193836619989
526,9815.25334470252,28365.0,-32.10193836619989
527,9822.315771143083,28365.0,-32.10193836619989
528,9825.044435904212,28365.0,-32.10193836619989
529,9822.797300218575,28365.0,-32.10193836619989
530,9816.376912545336,28365.0,-32.10193836619989
531,9817.018951312662,28365.0,-32.10193836619989
532,9812.20366055773,28365.0,-32.10193836619989
533,9806.425311651814,28365.0,-32.10193836619989
534,9805.46225350083,28365.0,-32.10193836619989
535,9808.190918261957,28365.0,-32.10193836619989
536,9808.993466721111,28365.0,-32.10193836619989
537,9807.06735041914,28365.0,-32.10193836619989
538,9810.59856363942,28365.0,-32.10193836619989
539,9812.20366055773,28365.0,-32.10193836619989
540,9808.351427953787,28365.0,-32.10193836619989
541,9809.921212739893,28365.0,-32.10193836619989
542,9809.635505488435,28365.0,-32.10193836619989
543,9811.561621790408,28365.0,-32.10193836619989
544,9814.450796243365,28365.0,-32.10193836619989
545,9817.982009463647,28365.0,-32.10193836619989
546,9818.30302884731,28365.0,-32.10193836619989
547,9822.797300218575,28365.0,-32.10193836619989
548,9825.686474671535,28365.0,-32.10193836619989
549,9825.044435904212,28365.0,-32.10193836619989
550,9827.612590973507,28365.0,-32.10193836619989
551,9828.25462974083,28365.0,-32.10193836619989
552,9834.353998030409,28365.0,-32.10193836619989
553,9833.390939879424,28365.0,-32.10193836619989
554,9830.822784810127,28365.0,-32.10193836619989
555,9831.464823577451,28365.0,-32.10193836619989
556,9836.280114332381,28365.0,-32.10193836619989
557,9835.156546489565,28365.0,-32.10193836619989
558,9834.032978646746,28365.0,-32.10193836619989
559,9833.374888910239,28365.0,-32.10193836619989
560,9832.427881728436,28365.0,-32.10193836619989
561,9825.846984363367,28365.0,-32.10193836619989
562,9828.896668508154,28365.0,-32.10193836619989
563,9833.069920495762,28365.0,-32.10193836619989
564,9832.427881728436,28365.0,-32.10193836619989
565,9836.761643407874,28365.0,-32.10193836619989
566,9833.390939879424,28365.0,-32.10193836619989
567,9840.774385703648,28365.0,-32.10193836619989
568,9843.021521389282,28365.0,-32.10193836619989
569,9846.552734609564,28365.0,-32.10193836619989
570,9845.910695842242,28365.0,-32.10193836619989
571,9848.318341219705,28365.0,-32.10193836619989
572,9847.19477337689,28365.0,-32.10193836619989
573,9843.342540772945,28365.0,-32.10193836619989
574,9843.984579540269,28365.0,-32.10193836619989
575,9841.095405087312,28365.0,-32.10193836619989
576,9843.984579540269,28365.0,-32.10193836619989
577,9839.490308169,28365.0,-32.10193836619989
578,9834.67501741407,28365.0,-32.10193836619989
